Reference,Administrative divisions,Location,Epidemiological unit,Number of outbreaks,Start Date,End Date,State,Report,,State,Count of State
2414/20 R (1000144302),Sarawak,"LRG 2, KAMPUNG PUNAU, ABTU 17 JALAN PENRISSEN, KUCHING",Village,1,1/12/2020,15/3/2021,Sarawak,,,,
2544/20 R (1000142224),Sarawak,"AREA JALAN PULAU LI HUA, LORONG 1A",Village,1,21/12/2020,29/3/2021,Sarawak,,,,
2543/20 R (1000142223),Sarawak,"NO 2F, LORONG MIDIN 2A, 96000 SIBU",Village,1,5/12/2020,29/3/2021,Sarawak,,,,
2542/20 R (1000142222),Sarawak,"KAMPUNG SERUMAH, JALAN PADAWAN",Village,1,18/12/2020,29/3/2021,Sarawak,,,,
2541/20 R (1000142221),Sarawak,"LOT 6909, 2 1/12 JALAN PENDING, KUCHING",Village,1,21/12/2020,29/3/2021,Sarawak,,,,
2539/20 R (1000142220),Sarawak,"TAMAN MEI LEE, STAKAN LORONG 6A1",Village,1,16/12/2020,29/3/2021,Sarawak,,,,
2537/20 R (1000142219),Sarawak,"NO 2 LOT 165/215 , TAMAN ALLAMANDA JALAN HOLLIS, SRI AMAN",Village,1,17/12/2020,29/3/2021,Sarawak,,,,
2545/20 R (1000142225),Sarawak,"11-A LORONG MALUDAN BARUT 2-A, SIBU",Village,1,11/12/2020,15/3/2021,Sarawak,,,,
2536/20 R (1000142218),Sarawak,"KUHAP INDUSTRIAL SDN BHD, JALAN DEMAK INDAH, KUCHING",Village,1,15/12/2020,15/3/2021,Sarawak,,,,
2535/20 R (1000142217),Sarawak,"NO 35B, LRG 5A, TAMAN SURIA JAYA",Village,1,15/12/2020,15/3/2021,Sarawak,,,,
2526/20 R (1000142216),Sarawak,"NO 17, KAMPUNG SUNGAI LUNDU",Village,1,14/12/2020,15/3/2021,Sarawak,,,,
2024/20 R (1000142215),Sarawak,"BATU 15, KJD ROAD, JULAU",Village,1,21/10/2020,31/1/2021,Sarawak,,,,
2023/20 R (1000142214),Sarawak,"RH ANTHONY , SG MERAH DAYU, PAKAN",Village,1,21/10/2020,31/1/2021,Sarawak,,,,
2022/20 R (1000142213),Sarawak,"Lorong 2, Kampung Grogo",Village,1,20/10/2020,31/1/2021,Sarawak,,,,
2019/70 R (1000142212),Sarawak,Miri,Village,1,13/10/2020,31/1/2021,Sarawak,,,,
2481/20 R (1000141106),Sarawak,"KAMPUNG SEPADAH, BAU",Village,1,10/12/2020,15/3/2021,Sarawak,,,,
2476/20 R (1000141105),Sarawak,"KAMPUNG RASO 1, LUNDU",Village,1,10/12/2020,15/3/2021,Sarawak,,,,
2443/20 R (1000141103),Sarawak,"NO 2, TAMAN ALLAMANDA, SRI AMAN",Village,1,3/12/2020,15/3/2021,Sarawak,,,,
2421/20 R (1000141099),Sarawak,"LRG 7, KUCHING CITY MALL, NO 52 LOT 5823",Village,1,1/12/2020,15/3/2021,Sarawak,,,,
2461/20 R (1000141104),Sarawak,"RH BENJAMIN ANGKI, RANTAU KEMIDING, KANOWIT",Village,1,23/11/2020,24/2/2021,Sarawak,,,,
2343/20 R (1000141098),Sarawak,"NO 60, LORONG STUTONG BARU 4G5, KUCHING",Village,1,24/11/2020,24/2/2021,Sarawak,,,,
2329/20 R (1000141097),Sarawak,"TAMAN WEPAC, JALAN STAPOK, OFF BATU KAWA",Village,1,20/11/2020,24/2/2021,Sarawak,,,,
2425/20 R (1000141101),Sarawak,"1J-LORONG 20E, JALAN LADA, SIBU",Village,1,17/11/2020,17/2/2021,Sarawak,,,,
2424/20 R (1000141100),Sarawak,"50A, JALAN NURI, SIBU",Village,1,14/11/2020,17/2/2021,Sarawak,,,,
2263/20 R (1000141096),Sarawak,BATU 3 1/2 JALAN OYA,Village,1,13/11/2020,17/2/2021,Sarawak,,,,
2261/20 R (1000141095),Sarawak,"NO 11-A, JALAN BUNGA MAWAR, SIBU",Village,1,8/11/2020,17/2/2021,Sarawak,,,,
2260/20 R (1000141094),Sarawak,"LOT 1865, JALAN BELATOK HIJAU KAMPUNG BAHAGIA JAYA TEKU, SIBU",Village,1,4/11/2020,17/2/2021,Sarawak,,,,
2258/20 R (1000141057),Sarawak,"Jalan Ting Sing, Sg. Bidut, Sibu",Village,1,3/11/2020,17/2/2021,Sarawak,,,,
2219/20 R (1000141055),Sarawak,"KJD Road Julau, Julau",Village,1,9/11/2020,17/2/2021,Sarawak,,,,
2257/20 R (1000141056),Sarawak,"10-11, Lorong Pulau Li Hua 1, Sibu",Village,1,31/10/2020,31/1/2021,Sarawak,,,,
2107/20 R (1000141054),Sarawak,"Kampung Belawai, Tanjung Manis",Village,1,29/10/2020,31/1/2021,Sarawak,,,,
2101/20 R (1000141053),Sarawak,"Balai Polis Daerah Kecil Balingina, Mukah",Village,1,29/10/2020,31/1/2021,Sarawak,,,,
2084/20 R (1000141052),Sarawak,"Kampung Limpaki, Lot 231, Jalan Buangsiol, Limbang",Village,1,29/10/2020,31/1/2021,Sarawak,,,,
2187/20 R (1000140505),Sarawak,KAMPUNG JAGOI SRIENG,Village,1,2/11/2020,17/2/2021,Sarawak,,,,
2188/20 R (1000140506),Sarawak,"216, LORONG 4, JALAN MALING BATU 2 1/2, JALAN OYA",Village,1,30/10/2020,31/1/2021,Sarawak,,,,
2068/20 R (1000140504),Sarawak,"RH RINGGIT PASAI SIONG TENGAH, SIBU",Village,1,21/10/2020,31/1/2021,Sarawak,,,,
2067/20 R (1000140503),Sarawak,"5H, LORONG 16B, JALAN TEKAM SIBU",Village,1,21/10/2020,31/1/2021,Sarawak,,,,
2066/20 R (1000140502),Sarawak,"RH POM PASAI SION, SIBU",Village,1,20/10/2020,31/1/2021,Sarawak,,,,
2059/20 R (1000140500),Sarawak,"BT. 32, JLAN KUCHING SERIAN",Village,1,26/10/2020,31/1/2021,Sarawak,,,,
2065/20 R (1000140501),Sarawak,"LOT 205, JALAN LING CHU MING, BUKIT BESAI, SIBU",Village,1,18/10/2020,18/1/2021,Sarawak,,,,
1977/20 R (1000140499),Sarawak,"KAMPUNG KORAN PLAMAN, SERIAN",Village,1,12/10/2020,18/1/2021,Sarawak,,,,
1976/20 R (1000140498),Sarawak,"BATU 29, JALAN SUNGAI PALAH, JALAN KUCHING-SERIAN",Village,1,15/10/2020,18/1/2021,Sarawak,,,,
1974/20 R (1000140497),Sarawak,SIBU,Village,1,15/10/2020,18/1/2021,Sarawak,,,,
1973/20 R (1000140496),Sarawak,"NO. 138, JALAN JERAWIT BARAT, 96000 SIBU",Village,1,6/10/2020,9/1/2021,Sarawak,,,,
1900/20 R (1000140490),Sarawak,"NO. 33, KAMPUNG SG. DUUH, SIBURAN BT 17",Village,1,9/10/2020,9/1/2021,Sarawak,,,,
1882/20 R (1000140489),Sarawak,KAMPONG PAON,Village,1,7/10/2020,9/1/2021,Sarawak,,,,
1862/20 R (1000140487),Sarawak,"NO. 22, KAMPUNG TEBARO, LUNDU",Village,1,2/10/2020,9/1/2021,Sarawak,,,,
1881/20 R (1000140488),Sarawak,"1850, LORONG 4A, KAMPUNG BUMBOK",Village,1,30/9/2020,30/12/2020,Sarawak,,,,
1830/20 R (1000140485),Sarawak,"NO.1, JALAN BINTANG, SIBU",Village,1,28/9/2020,30/12/2020,Sarawak,,,,
1831/20 R (1000138580),Sarawak,"NO 2F, LORONG 19K 2D, JALAN TEKU",Village,1,22/8/2020,22/11/2020,Sarawak,,,,
1838/20 R (1000138581),Sarawak,"NO 44, KAMPUNG PAON",Village,1,30/9/2020,30/12/2020,Sarawak,,,,
1812/20 R (1000138579),Sarawak,KAWASAN TUNG MING SUPERMARKET AT SINIAWAN,Village,1,26/9/2020,30/12/2020,Sarawak,,,,
1805/20 R (1000138577),Sarawak,"JALAN UPPER LANANG, TENG KUNG SUK",Village,1,17/9/2020,17/12/2020,Sarawak,,,,
1713/20 R (1000138576),Sarawak,"NO 7, LOT 6467, LORONG KAPOR 8, JALAN KAPOR",Village,1,12/9/2020,17/12/2020,Sarawak,,,,
1712/20 R (1000138575),Sarawak,KPG MEREMBEH,Village,1,15/9/2020,17/12/2020,Sarawak,,,,
1700/20 R (1000138573),Sarawak,"KPG QUOP, BT 10 , JALAN PENRISSEN",Village,1,15/9/2020,17/12/2020,Sarawak,,,,
1692/20 R (1000138572),Sarawak,TAMAN ORCHID WOODS,Village,1,9/9/2020,8/12/2020,Sarawak,,,,
1734/20 R (1000137785),Sarawak,"LOT 4235, 61F JALAN TUN AHMAD ZAIDI IDRUCE",Village,1,4/9/2020,8/12/2020,Sarawak,,,,
1733/20 R (1000137784),Sarawak,"14E, LOT 167 JALAN TEKAM 96000 SIBU",Village,1,8/9/2020,8/12/2020,Sarawak,,,,
1732/20 R (1000137783),Sarawak,Sibu,Village,1,5/9/2020,8/12/2020,Sarawak,,,,
1731/20 R (1000137782),Sarawak,"NO 7A, JALAN APOLLO TIMUR",Village,1,8/9/2020,8/12/2020,Sarawak,,,,
1645/20 R (1000137780),Sarawak,"RH KECHENDAI, KABOK SPAK, LAYAR BETONG",Village,1,31/7/2020,31/10/2020,Sarawak,,,,
1599/20 R (1000137779),Sarawak,"LOT 1898, LORONG 6, KAMPUNG BAHAGIA, JALAN SUNGAI TEKU",Village,1,23/8/2020,24/11/2020,Sarawak,,,,
1659/20 R (1000137781),Sarawak,Bintulu,Village,1,14/8/2020,16/11/2020,Sarawak,,,,
1535/20 R (1000136097),Sarawak,"NO 5, KAMPUNG SEDAING",Village,1,24/8/2020,24/11/2020,Sarawak,,,,
1544/20 R (1000136099),Sarawak,AREA LANANG,Village,1,16/8/2020,16/11/2020,Sarawak,,,,
1543/20 R (1000136098),Sarawak,"JALAN HIN ONN, SUNGAI TEKU",Village,1,16/8/2020,16/11/2020,Sarawak,,,,
1526/20 R (1000136096),Sarawak,"NO 45, LORONG 4, KAMPUNG BOKAH",Village,1,15/8/2020,16/11/2020,Sarawak,,,,
1495/20 R (1000136095),Sarawak,KAMPUNG SEROPAK,Village,1,16/8/2020,16/11/2020,Sarawak,,,,
1485/20 R (1000135780),Sarawak,"LOT 864, KAMPUNG JERIAH L/3 JERIAH BARUT 7 1/2, SIBU",Village,1,14/8/2020,16/11/2020,Sarawak,,,,
1332/20 R (1000135526),Sarawak,"NO 26, KAMPUNG SEMEBA, JALAN BT KITANG",Village,1,3/8/2020,16/11/2020,Sarawak,,,,
1364/20 R (1000135527),Sarawak,"LOT 22913, JALAN KUALA BARAM",Village,1,3/8/2020,16/11/2020,Sarawak,,,,
1000135382,Sarawak,"LORONG BAHAGIA 5, SIBU",Village,1,12/8/2020,16/11/2020,Sarawak,,,,
1000135381,Sarawak,"2E, LORONG RANTAU PANJANG JAYA 1D",Village,1,12/8/2020,16/11/2020,Sarawak,,,,
1000135380,Sarawak,"KAMPUNG MAYANG THE, SERIAN",Village,1,12/8/2020,16/11/2020,Sarawak,,,,
1000135377,Sarawak,"NO 127 LORONG 2, BUSO",Village,1,5/1/2020,5/4/2020,Sarawak,,,,
1000135376,Sarawak,"LORONG 1, JALAN PAKU, 94000 BAU",Village,1,12/12/2019,5/4/2020,Sarawak,,,,
1000135379,Sarawak,"2G, LORONG NAN SANG 10D, SIBU",Village,1,26/7/2020,26/10/2020,Sarawak,,,,
1000135378,Sarawak,"NO 71, KAMPUNG SEBAKO, LUNDU",Village,1,23/7/2020,26/10/2020,Sarawak,,,,
1257/20 R (1000135119),Sarawak,"NO 414, JALAN BRAYUN",Village,1,17/6/2020,17/9/2020,Sarawak,,,,
1246/20 R (1000135118),Sarawak,KPG SERASOT,Village,1,23/7/2020,26/10/2020,Sarawak,,,,
1209/20 R (1000135115),Sarawak,LORONG ULU OYA,Village,1,16/7/2020,18/10/2020,Sarawak,,,,
1207/20 R (1000135114),Sarawak,"NO 1-J LORONG 5A 2, JALAN KIEW",Village,1,13/7/2020,18/10/2020,Sarawak,,,,
1191/20 R (1000135113),Sarawak,29TH MILES K/S ROAD,Village,1,18/7/2020,18/10/2020,Sarawak,,,,
1290/20 R (1000135120),Sarawak,"KAMPUNG SEMEBA, LRG 11, NO 66A",Village,1,6/8/2020,16/11/2020,Sarawak,,,,
1216/20 R (1000135117),Sarawak,"LANE 61, JALAN LANANG NO 4, SIBU, HUA HUAT COLD STORAGE",Village,1,4/8/2020,16/11/2020,Sarawak,,,,
1156/20 R (1000135112),Sarawak,"NO 24, LORONG 1C2, TAMAN HIGH PARK",Village,1,4/8/2020,16/11/2020,Sarawak,,,,
1011/20 R (1000135100),Sarawak,"250, LRG 9A2, JALAN KEDANDI",Village,1,3/8/2020,16/11/2020,Sarawak,,,,
1003/20 R (1000135098),Sarawak,"LRG 2, JLN STEPHEN YONG (THIEN HUP CEILING PRODUCT)",Village,1,30/6/2020,30/9/2020,Sarawak,,,,
1002/20 R (1000135096),Sarawak,"NO 79, KAMPUNG GAYU",Village,1,27/6/2020,30/9/2020,Sarawak,,,,
1148/20 R (1000135110),Sarawak,"NO 9A, JALAN ARAU SIBU",Village,1,9/7/2020,10/10/2020,Sarawak,,,,
1147/2O R (1000135109),Sarawak,SUNGAI MAAW,Village,1,9/7/2020,10/10/2020,Sarawak,,,,
1146/20 R (1000135108),Sarawak,"NO 6A, LORONG 12, JALAN SUKUN SIBU",Village,1,6/7/2020,10/10/2020,Sarawak,,,,
1145/20 R (1000135107),Sarawak,"LOT 942, LORONG 5A/6, JALAN SENTOSA SALIM",Village,1,7/7/2020,10/10/2020,Sarawak,,,,
1079/20 R (1000135106),Sarawak,"NO 47, SELAYAN HULU",Village,1,6/7/2020,10/10/2020,Sarawak,,,,
1070/20 R (1000135105),Sarawak,"NO 279, LORONG 17, KPG STENGGANG",Village,1,5/7/2020,10/10/2020,Sarawak,,,,
1066/20 R (1000135104),Sarawak,JALAN TEKU,Village,1,3/7/2020,10/10/2020,Sarawak,,,,
1064/20 R (1000135103),Sarawak,"NO 2D, LORONG RANTAU PANJANG 4",Village,1,2/7/2020,10/10/2020,Sarawak,,,,
1044/20 R (1000135102),Sarawak,"NO 172, SELALANG TONDONG",Village,1,3/7/2020,10/10/2020,Sarawak,,,,
1043/20 R (1000135101),Sarawak,"180, LORONG 5, LOT 228, KPG BERATOK",Village,1,3/7/2020,10/10/2020,Sarawak,,,,
1004/20 R (1000135099),Sarawak,"TAMAN LANDEH, LRG 3C NO 48",Village,1,10/7/2020,10/10/2020,Sarawak,,,,
965/20 R (1000135095),Sarawak,"14B, LORONG 1, SELASIH TIMUR",Village,1,10/7/2020,10/10/2020,Sarawak,,,,
964/20 R (1000135094),Sarawak,"LOT 1332, SENTOSA UTARA 6A, 96000 SIBU",Village,1,10/7/2020,10/10/2020,Sarawak,,,,
963/20 R (1000135093),Sarawak,"SALIM WHARF LOT 1786, BLOK 16, JALAN SALIM",Village,1,10/7/2020,10/10/2020,Sarawak,,,,
961/20 R (1000135092),Sarawak,"JOY PET PARADISE, NO 14 LING KAI CHENG, LANE 2",Village,1,10/7/2020,10/10/2020,Sarawak,,,,
788/20 R (1000135089),Sarawak,"NO 1, JALAN BUNGALOW, 94000 BAU",Village,1,8/6/2020,9/9/2020,Sarawak,,,,
787/20 R (1000135088),Sarawak,"NO 53, KAMPUNG SEBETONG, JALAN LANDEH, BT 10",Village,1,9/6/2020,9/9/2020,Sarawak,,,,
960/20 R (1000135091),Sarawak,"LOT 700, JALAN BURUNG LAYANG-LAYANG, KAMPUNG BAHAGIA TEKU",Village,1,24/6/2020,24/9/2020,Sarawak,,,,
959/20 R (1000135090),Sarawak,"NO 8B, LORONG ULU SUNGAI MERAH",Village,1,23/6/2020,24/9/2020,Sarawak,,,,
739/20 R (1000132894),Sarawak,Kawasan Permai,Village,1,18/6/2020,24/9/2020,Sarawak,,,,
738/20 R (1000132893),Sarawak,Jalan Sentosa Lot 1292,Village,1,18/6/2020,24/9/2020,Sarawak,,,,
688/20 R & 689/20 R (1000132838),Sarawak,Pasar Dalat,Village,1,18/6/2020,24/9/2020,Sarawak,,,,
714/20 R (1000132851),Sarawak,Kampung Pasir Tengah,Village,1,17/5/2020,19/8/2020,Sarawak,,,,
713/20 R (1000132848),Sarawak,"Rh Renggi, Bukong Baruh",Village,1,10/5/2020,19/8/2020,Sarawak,,,,
709/20 R (1000132839),Sarawak,"No 190, Lorong 1, Kampung Bumbok KM16 Jln Batu Kitang",Village,1,19/5/2020,19/8/2020,Sarawak,,,,
684/20 R (1000132837),Sarawak,"Jalan Setiaraja, Mukah",Village,1,18/6/2020,19/8/2020,Sarawak,,,,
678/20 R (1000132836),Sarawak,"No 74, Kampung Biawak, Lundu",Village,1,16/5/2020,19/8/2020,Sarawak,,,,
715/20 R (1000132852),Sarawak,"No 31, Kampung Pasir Tengah",Village,1,20/5/2020,29/8/2020,Sarawak,,,,
740/20 R (1000132895),Sarawak,"Lot 468/469 Sublot 73, Sanhill Barat 9",Village,1,24/5/2020,29/8/2020,Sarawak,,,,
656/20 R (1000132730),Sarawak,"Kampung Stum Muda, Lundu",Village,1,15/5/2020,19/8/2020,Sarawak,,,,
640/20 R (1000132729),Sarawak,"52S/20-4J, Ulu Sungai Merah",Village,1,29/4/2020,29/7/2020,Sarawak,,,,
686/20 R (1000132731),Sarawak,"Kampung Tian, Matu",Village,1,29/5/2020,29/8/2020,Sarawak,,,,
639/20 R (1000132728),Sarawak,"No 2-A, Lorong 5, Jalan Hua Kiew",Village,1,29/5/2020,29/8/2020,Sarawak,,,,
630/20 R (1000132727),Sarawak,"No 22, Kampung Jangkar, Lundu",Village,1,29/5/2020,29/8/2020,Sarawak,,,,
602/20 R (1000132725),Sarawak,"No 364, Kampung Kuap, Bt 10 Jalan Kuching Serian",Village,1,4/5/2020,7/8/2020,Sarawak,,,,
628/20 R (1000132726),Sarawak,"No 13A, Kampung Keranji, Lundu",Village,1,7/5/2020,7/8/2020,Sarawak,,,,
555/20 R (1000131578),Sarawak,"No 60B, Kampug Stum Muda, Lundu",Village,1,27/5/2020,29/8/2020,Sarawak,,,,
530/20 R (1000131577),Sarawak,"Lorong 9, Pasir Ulu, Lundu",Village,1,27/5/2020,29/8/2020,Sarawak,,,,
562/20 R (1000131580),Sarawak,"Rh Lucy, Batu 11 1/2, Jalan Oya",Village,1,20/4/2020,20/7/2020,Sarawak,,,,
561/20 R (1000131579),Sarawak,"No 13, Blok N, Flat Sibujaya",Village,1,20/4/2020,20/7/2020,Sarawak,,,,
527/20 R (1000131576),Sarawak,"No 80, Kampung Simpok, Jalan Padawan",Village,1,19/4/2020,20/7/2020,Sarawak,,,,
526/20 R (1000131575),Sarawak,"Kampung Punau, Bt 17, Jalan Penrissen",Village,1,16/4/2020,20/7/2020,Sarawak,,,,
521/20 R (1000131574),Sarawak,"Lot 1727, Lorong Bahagia Barat 4, KBJ Teku, 96000 Sibu",Village,1,9/4/2020,14/7/2020,Sarawak,,,,
519/20 R (1000131573),Sarawak,"Kampung Stum Muda, Lundu",Village,1,14/4/2020,14/7/2020,Sarawak,,,,
518/20 R (1000131572),Sarawak,"No 48,Kampung Pasir Hilir, Lundu",Village,1,13/4/2020,14/7/2020,Sarawak,,,,
496/20 R (1000130729),Sarawak,"2A, Lorong Permai Timur 10",Village,1,31/3/2020,30/6/2020,Sarawak,,,,
438/20 R (1000130727),Sarawak,"Paku, Bau",Village,1,28/3/2020,30/6/2020,Sarawak,,,,
430/20 R (1000130726),Sarawak,"No 104, Jalan Sebuku, Buso",Village,1,26/3/2020,30/6/2020,Sarawak,,,,
510/20 R (1000130731),Sarawak,"Kampung Quop, Batu 10",Village,1,7/5/2020,7/8/2020,Sarawak,,,,
429/20 R (1000130725),Sarawak,Kolej Kesihatan Batu 7,Village,1,7/5/2020,7/8/2020,Sarawak,,,,
424/20 R (1000130724),Sarawak,"No 27, Lot 1155, Lrg Greenwood 2F, Taman Indah Ria Batu 9, 94300 Jalan Kuching-Serian",Village,1,7/5/2020,7/8/2020,Sarawak,,,,
404/20 R (1000130723),Sarawak,"Timur Kami Sdn Bhd, No 66, Sublot 2005, Section 66, Jalan Semangat, Pending Industrial Estate",Village,1,7/5/2020,7/8/2020,Sarawak,,,,
517/20 R (1000130732),Sarawak,"Lrg 5, Kampung Pasir Ulu",Village,1,13/4/2020,14/7/2020,Sarawak,,,,
476/20 R (1000130728),Sarawak,"125, Kampung Simpok, Kota Padawan",Village,1,6/4/2020,14/7/2020,Sarawak,,,,
271/20 R (1000129806),Sarawak,"No 1031, Kampung Peros, 94000 Bau",Village,1,23/2/2020,24/5/2020,Sarawak,,,,
241/20 R (1000129805),Sarawak,"Kampung Gayu, Padawan",Village,1,24/2/2020,24/5/2020,Sarawak,,,,
199/20 R (1000129803),Sarawak,"4H, 31D, Jalan Tunku Abdul Rahman",Village,1,10/4/2020,14/7/2020,Sarawak,,,,
203/20 R (1000129804),Sarawak,29A Kampung Menjau,Village,1,11/2/2020,14/5/2020,Sarawak,,,,
224/20 R (1000128116),Sarawak,"aman Goldhill, No 211",Village,1,8/2/2020,14/5/2020,Sarawak,,,,
222/20 R (1000128115),Sarawak,Kampung Skiat Lama,Village,1,14/2/2020,14/5/2020,Sarawak,,,,
108/20 R (1000128114),Sarawak,"No 74, Kampung Punau Padawan",Village,1,23/1/2020,23/4/2020,Sarawak,,,,
91/20 R (1000128113),Sarawak,"Serba Dinamik Bintulu Intergrated Energy Hub, Tanjung Kidurong",Village,1,14/1/2020,16/4/2020,Sarawak,,,,
89/20 R (1000128112),Sarawak,"No 501, Lorong 8, Kampung Siburan, Jalan Kuching/Serian, Serian",Village,1,14/1/2020,16/4/2020,Sarawak,,,,
80/20 R (1000128111),Sarawak,Jalan Taiton,Village,1,11/1/2020,16/4/2020,Sarawak,,,,
108/20 R (1000127251),Sarawak,"No 74, Kampung Punau Padawan",Village,1,23/1/2020,23/4/2020,Sarawak,,,,
91/20 R (1000127250),Sarawak,"Serba Dinamik Bintulu Intergrated Energy Hub, Tanjung Kidurong",Village,1,14/1/2020,16/4/2020,Sarawak,,,,
89/20 R (1000127249),Sarawak,"No 501, Lorong 8, Kampung Siburan, Jalan Kuching/Serian",Village,1,14/1/2020,16/4/2020,Sarawak,,,,
80/20 R (1000127248),Sarawak,"Jalan Taiton, Bau",Village,1,11/1/2020,16/4/2020,Sarawak,,,,
1978/19 R (1000125648),Sarawak,"250, Lorong 9A2, Jalan Kedandi, Tabuan Dusun",Village,1,16/1/2020,16/4/2020,Sarawak,,,,
1972/19 R (1000125645),Sarawak,Kampung Siol Kandis,Village,1,16/1/2020,16/4/2020,Sarawak,,,,
2004/19 R (1000125651),Sarawak,"No 1206, Lot 7923 , Lrg 6 Seladah Jalan Song",Village,1,26/12/2019,26/3/2020,Sarawak,,,,
1976/19 R/2000/19 R (1000125647),Sarawak,Kampung Punau,Village,1,21/12/2019,26/3/2020,Sarawak,,,,
1966/19 R (1000125643),Sarawak,"No 24, Kampung Tasik Biru",Village,1,17/12/2019,18/3/2020,Sarawak,,,,
1965/19 R (1000125641),Sarawak,"No 141, Kampung Bunuk, Batu 21, Jalan Puncak Borneo",Village,1,18/12/2019,18/3/2020,Sarawak,,,,
1957/19 R (1000125638),Sarawak,"No19, Lot 1902, Lorong 3B1 Puteri Park, Batu Kawa",Village,1,17/12/2019,18/3/2020,Sarawak,,,,
1959/19 R (1000125640),Sarawak,"No 17A, Kampung Tengah Burgin",Village,1,9/12/2019,9/3/2020,Sarawak,,,,
1878/19 R (1000125637),Sarawak,"No 380, Lot 1615, Lrg Temenggong Hj Gobil",Village,1,8/12/2019,9/3/2020,Sarawak,,,,
1958/19 R (1000125639),Sarawak,"SL No 5, Taman Goodland, Betong",Village,1,14/11/2019,14/2/2020,Sarawak,,,,
1834/19 R (1000124591),Sarawak,"No 453, Kampung Quap, Batu 10 Jalan Kuching-Serian",Village,1,5/12/2019,9/3/2020,Sarawak,,,,
1811/19 R (1000124246),Sarawak,"Batu 11, Jalan Kuching-Serian",Village,1,26/11/2019,29/2/2020,Sarawak,,,,
1795/19 R (1000124243),Sarawak,"No 424, Tasik Biru",Village,1,29/11/2019,29/2/2020,Sarawak,,,,
1780/19 R (1000124241),Sarawak,"Lot 1380, Hua Joo Park",Village,1,10/12/2019,14/2/2020,Sarawak,,,,
1775/19 R (1000124237),Sarawak,"Lot 203, Sam Chian",Village,1,13/11/2019,14/2/2020,Sarawak,,,,
1697/19 R (1000124235),Sarawak,"Ing Hiong Hardware, Jalan Stephen Yong",Village,1,8/11/2019,14/2/2020,Sarawak,,,,
1697/19 R (1000123851),Sarawak,"Ing Hiong Hardware, Jalan Stephen Yong",Village,1,8/11/2019,14/2/2020,Sarawak,,,,
1696/19 R (1000123173),Sarawak,Taman Mei Yen,Village,1,6/11/2019,14/2/2020,Sarawak,,,,
1689/19 R (1000123172),Sarawak,"No 80, Jalan Mambong-Sarig",Village,1,14/11/2019,14/2/2020,Sarawak,,,,
1684/19 R (1000123171),Sarawak,"1281, Lorong 5, Taiton",Village,1,3/11/2019,14/2/2020,Sarawak,,,,
1626/19 R (1000123166),Sarawak,"Kampung Pengiran, Jalan Kuching-Serian, Bt 14",Village,1,12/11/2019,14/2/2020,Sarawak,,,,
1650/19 R (1000123169),Sarawak,"No 1, Lot 3847, Taman Orkid, Jalan Datuk Muhd Musa, Kota Samarahan",Village,1,26/10/2019,27/1/2020,Sarawak,,,,
1648/19 R (1000123168),Sarawak,Kampung Opar,Village,1,27/10/2019,27/1/2020,Sarawak,,,,
1640/19 R (1000123167),Sarawak,"No 160, Lorong 7, Kampung Punau, KM 28 Jalan Puncak Borneo",Village,1,23/10/2019,27/1/2020,Sarawak,,,,
1605/19 R (1000122506),Sarawak,"KAMPUNG MEREMBEH,",Village,1,14/10/2019,14/1/2020,Sarawak,,,,
1571/19 R (1000122504),Sarawak,"Kampung Simpok, Padawan",Village,1,9/10/2019,14/1/2020,Sarawak,,,,
1604/19 R (1000122505),Sarawak,"Lorong 7, Bintawa Fishing Village",Village,1,11/10/2019,11/1/2020,Sarawak,,,,
1440/19 R (1000122265),Sarawak,Tabuan Jaya Baru 2,Village,1,17/10/2019,27/1/2020,Sarawak,,,,
1439/19 R (1000122263),Sarawak,"52, Muara Tuang",Village,1,17/10/2019,27/1/2020,Sarawak,,,,
1532/19 R (1000122267),Sarawak,"89, Lorong 7, Jalan Utaman Bintawa",Village,1,5/10/2019,6/1/2020,Sarawak,,,,
1520/19 R (1000122266),Sarawak,"4 1/2 Mile, Avery Road, Lorong 13",Village,1,6/10/2019,6/1/2020,Sarawak,,,,
1436/19 R (1000121792),Sarawak,"No 52, Kampung Semarang Seberang Hilir, Petrajaya",Village,1,20/9/2019,20/12/2019,Sarawak,,,,
1435/19 R (1000121791),Sarawak,"Lot 245, Taman Westwood, Jalan Tabuan",Village,1,9/10/2019,11/1/2020,Sarawak,,,,
1432/19 R (1000121790),Sarawak,"Lot 297, Lorong 5, Kampung Tapah, Bt 22",Village,1,9/10/2019,11/1/2020,Sarawak,,,,
1390/19 R (1000121789),Sarawak,Taman Banjaran Serapi,Village,1,19/9/2019,19/12/2019,Sarawak,,,,
1375/19 R (1000121788),Sarawak,"No 60, Kampung Sudat, Jalan Kung Pin, Batu 4 1/2",Village,1,17/9/2019,19/12/2019,Sarawak,,,,
1532/19 R (1000121886),Sarawak,"89, Lorong 7, Jalan Utaman Bintawa",Village,1,5/10/2019,6/1/2020,Sarawak,,,,
1520/19 R (1000121885),Sarawak,"4 1/2 Mile, Avery Road, Lorong 13",Village,1,6/10/2019,6/1/2020,Sarawak,,,,
1440/19 R (1000121884),Sarawak,Tabuan Jaya Baru 2,Village,1,1/10/2019,6/1/2020,Sarawak,,,,
1439/19 R (1000121882),Sarawak,"52, Muara Tuang",Village,1,1/10/2019,6/1/2020,Sarawak,,,,
